SHEET,CHAIN,CO_OWNED,STATE,SOUTNJ,CENTRALJ,NORTHJ,PA1,PA2,SHORE,EMPFT,EMPPT,NMGRS,WAGE_ST,PSODA,PFRY,PENTREE,STATUS2,EMPFT2,EMPPT2,NMGRS2,WAGE_ST2,PSODA2,PFRY2,PENTREE2,Full_Time_Equivalent1,Full_Time_Equivalent2,FULLMEAL,FULLMEAL2,treat,store_id,dFTE,GAP,NJ,KFC,ROYS,WEND,NJ_x_CO,GAP_x_CO,large,NJ_x_large
92,1,1,1,0,1,0,0,0,1,4.0,18.0,4.0,4.25,1.09,0.95,1.03,1,14.0,6.0,3.0,5.05,1.11,1.01,1.05,17.0,20.0,3.0700000000000003,3.17,1,92,3.0,0.18823529411764703,1,0,0,0,1,0.18823529411764703,0,0
93,1,1,1,0,0,1,0,0,0,2.5,30.0,3.0,4.25,,,0.96,1,5.0,25.0,5.0,5.05,1.11,1.05,1.05,20.5,22.5,,3.21,1,93,2.0,0.18823529411764703,1,0,0,0,1,0.18823529411764703,1,1
95,2,0,1,0,1,0,0,0,0,18.0,3.0,4.0,4.25,1.06,0.8,2.56,1,0.0,14.0,3.0,5.05,1.05,0.75,2.53,23.5,10.0,4.42,4.33,1,95,-13.5,0.18823529411764703,1,1,0,0,0,0.0,1,1
96,2,0,1,0,0,1,0,0,0,0.0,15.0,2.0,4.25,1.06,1.01,2.66,1,0.0,15.0,5.0,5.05,1.05,0.94,2.59,9.5,12.5,4.73,4.58,1,96,3.0,0.18823529411764703,1,1,0,0,0,0.0,0,0
97,2,0,1,0,1,0,0,0,0,0.0,12.0,4.0,4.25,1.02,0.75,2.56,1,2.5,11.0,3.0,5.05,1.05,0.8,2.54,10.0,11.0,4.33,4.390000000000001,1,97,1.0,0.18823529411764703,1,1,0,0,0,0.0,0,0
98,2,0,1,0,1,0,0,0,1,0.0,20.0,4.0,4.25,1.06,0.8,2.56,1,3.0,13.0,3.0,5.05,1.05,0.9,2.53,14.0,12.5,4.42,4.48,1,98,-1.5,0.18823529411764703,1,1,0,0,0,0.0,0,0
99,3,1,1,0,1,0,0,0,1,60.0,40.0,5.0,4.75,1.23,,2.3,1,30.0,50.0,4.0,5.05,1.22,1.17,2.32,85.0,59.0,,4.709999999999999,1,99,-26.0,0.06315789473684207,1,0,1,0,1,0.06315789473684207,1,1
101,3,0,1,0,1,0,0,0,1,4.5,15.0,3.0,4.75,1.2,1.18,1.06,1,10.0,12.0,3.0,5.05,1.15,1.1,1.05,15.0,19.0,3.44,3.3,1,101,4.0,0.06315789473684207,1,0,1,0,0,0.0,0,0
102,3,0,1,1,0,0,0,0,0,12.0,13.0,3.0,4.4,1.06,0.91,1.07,1,0.0,27.0,2.0,5.05,1.07,1.01,1.05,21.5,15.5,3.04,3.13,1,102,-6.0,0.1477272727272726,1,0,1,0,0,0.0,1,1
104,4,0,1,0,1,0,0,0,1,40.0,20.0,3.0,4.62,0.95,0.84,0.94,1,11.0,10.0,3.0,5.05,1.0,0.84,0.94,53.0,19.0,2.73,2.78,1,104,-34.0,0.09307359307359302,1,0,0,1,0,0.0,1,1
105,1,0,1,0,0,1,0,0,0,0.0,40.0,4.0,4.25,0.96,1.0,1.03,1,0.0,45.0,4.0,5.05,1.05,0.99,1.16,24.0,26.5,2.99,3.2,1,105,2.5,0.18823529411764703,1,0,0,0,0,0.0,1,1
106,1,0,1,0,0,1,0,0,0,0.0,35.0,3.0,4.25,1.06,0.95,0.95,1,2.0,25.0,3.0,5.05,1.05,0.95,0.95,20.5,17.5,2.96,2.95,1,106,-3.0,0.18823529411764703,1,0,0,0,0,0.0,1,1
107,1,1,1,0,0,1,0,0,0,6.0,11.0,3.0,4.25,1.17,0.95,0.95,1,13.5,10.0,2.0,5.05,,1.01,1.0,14.5,20.5,3.0700000000000003,,1,107,6.0,0.18823529411764703,1,0,0,0,1,0.18823529411764703,0,0
108,1,0,1,0,0,1,0,0,0,13.5,15.0,4.0,4.25,1.27,1.01,1.06,1,11.0,24.0,5.0,5.05,1.37,1.02,1.05,25.0,28.0,3.3400000000000003,3.4400000000000004,1,108,3.0,0.18823529411764703,1,0,0,0,0,0.0,1,1
111,3,0,1,0,0,1,0,0,0,17.0,14.0,3.0,4.25,1.17,1.06,1.01,1,20.0,14.5,3.0,5.05,1.16,1.16,1.0,27.0,30.25,3.24,3.32,1,111,3.25,0.18823529411764703,1,0,1,0,0,0.0,1,1
114,1,0,1,0,1,0,0,0,0,0.0,35.0,5.0,4.75,1.07,0.95,0.95,1,20.0,40.0,4.0,5.25,1.11,0.94,0.94,22.5,44.0,2.9699999999999998,2.9899999999999998,1,114,21.5,0.06315789473684207,1,0,0,0,0,0.0,1,1
115,1,0,1,0,1,0,0,0,0,20.0,25.0,4.0,4.75,1.06,0.95,1.06,1,6.0,15.0,4.0,5.05,1.05,0.95,1.01,36.5,17.5,3.07,3.01,1,115,-19.0,0.06315789473684207,1,0,0,0,0,0.0,1,1
116,1,0,1,0,1,0,0,0,0,4.0,22.5,2.0,4.25,1.49,1.02,1.11,1,22.0,12.0,3.0,5.05,1.39,0.95,1.21,17.25,31.0,3.62,3.55,1,116,13.75,0.18823529411764703,1,0,0,0,0,0.0,0,0
118,1,0,1,0,0,1,0,0,0,10.0,15.0,4.0,4.25,1.06,0.95,1.01,1,18.0,20.0,3.0,5.05,1.05,0.94,1.0,21.5,31.0,3.0199999999999996,2.99,1,118,9.5,0.18823529411764703,1,0,0,0,0,0.0,1,1
119,1,0,1,0,0,1,0,0,0,12.0,19.0,3.0,4.75,1.06,0.91,0.95,1,18.0,13.0,4.0,5.05,1.05,0.89,0.95,24.5,28.5,2.92,2.8899999999999997,1,119,4.0,0.06315789473684207,1,0,0,0,0,0.0,1,1
120,1,1,1,0,1,0,0,0,0,0.0,32.0,3.0,4.5,1.13,0.98,1.04,1,0.0,30.0,4.0,5.05,1.05,1.05,1.05,19.0,19.0,3.15,3.1500000000000004,1,120,0.0,0.12222222222222218,1,0,0,0,1,0.12222222222222218,0,0
122,1,0,1,0,0,1,0,0,0,1.0,38.0,5.0,4.25,,1.12,1.12,1,10.0,50.0,6.0,5.05,1.15,0.94,1.15,25.0,41.0,,3.2399999999999998,1,122,16.0,0.18823529411764703,1,0,0,0,0,0.0,1,1
124,1,0,1,0,1,0,0,0,0,8.0,10.0,3.0,4.25,1.06,0.91,1.04,1,21.0,6.0,4.0,5.05,1.16,0.94,1.12,16.0,28.0,3.0100000000000002,3.2199999999999998,1,124,12.0,0.18823529411764703,1,0,0,0,0,0.0,0,0
125,2,0,1,0,1,0,0,0,0,15.0,0.0,4.0,4.5,0.91,0.85,2.34,1,0.0,15.0,2.0,5.05,1.01,1.01,2.49,19.0,9.5,4.1,4.51,1,125,-9.5,0.12222222222222218,1,1,0,0,0,0.0,0,0
130,3,1,1,0,1,0,0,0,0,7.0,25.5,3.0,4.5,1.12,1.07,1.0,1,2.0,38.0,4.0,5.05,1.11,1.06,1.05,22.75,25.0,3.1900000000000004,3.2199999999999998,1,130,2.25,0.12222222222222218,1,0,1,0,1,0.12222222222222218,1,1
132,3,1,1,0,1,0,0,0,0,20.0,20.0,5.0,4.5,1.28,1.06,2.3,1,15.0,20.0,3.0,5.5,,,,35.0,28.0,4.64,,1,132,-7.0,0.12222222222222218,1,0,1,0,1,0.12222222222222218,1,1
133,3,1,1,0,1,0,0,0,0,6.0,16.0,2.0,4.75,1.12,1.07,1.06,1,3.0,20.0,3.0,5.05,1.11,1.06,2.11,16.0,16.0,3.2500000000000004,4.279999999999999,1,133,0.0,0.06315789473684207,1,0,1,0,1,0.06315789473684207,0,0
134,3,0,1,0,1,0,0,0,0,5.5,25.0,3.0,4.62,1.09,,0.95,1,6.0,27.5,3.0,5.05,1.11,1.06,0.94,21.0,22.75,,3.11,1,134,1.75,0.09307359307359302,1,0,1,0,0,0.0,1,1
136,3,1,1,0,1,0,0,0,0,14.5,14.5,5.0,4.25,1.12,1.07,1.1,0,,,,,,,,26.75,,3.2900000000000005,,1,136,,0.18823529411764703,1,0,1,0,1,0.18823529411764703,1,1
137,3,1,1,0,0,1,0,0,0,15.0,25.0,3.0,4.25,1.12,1.06,1.02,1,12.0,30.0,5.0,5.05,1.11,1.11,1.05,30.5,32.0,3.2,3.2700000000000005,1,137,1.5,0.18823529411764703,1,0,1,0,1,0.18823529411764703,1,1
140,4,0,1,0,1,0,0,0,0,0.0,40.0,3.0,4.5,0.91,0.86,1.06,1,5.0,35.0,5.0,5.67,1.0,0.94,1.05,23.0,27.5,2.83,2.99,1,140,4.5,0.12222222222222218,1,0,0,1,0,0.0,1,1
141,4,0,1,0,1,0,0,0,0,10.0,15.0,4.0,4.75,1.02,0.91,1.06,1,10.0,25.0,3.0,5.05,1.05,0.84,1.34,21.5,25.5,2.99,3.2300000000000004,1,141,4.0,0.06315789473684207,1,0,0,1,0,0.0,1,1
142,4,0,1,0,0,1,0,0,0,15.0,35.0,4.0,4.25,1.06,0.95,1.06,1,40.0,31.0,5.0,5.05,1.01,0.89,1.26,36.5,60.5,3.07,3.16,1,142,24.0,0.18823529411764703,1,0,0,1,0,0.0,1,1
146,1,0,1,0,0,1,0,0,0,8.0,20.0,5.0,4.8,1.06,1.0,1.06,1,0.0,32.0,4.5,5.05,1.05,0.99,1.05,23.0,20.5,3.12,3.09,1,146,-2.5,0.052083333333333336,1,0,0,0,0,0.0,1,1
149,1,0,1,0,0,1,0,0,0,0.0,20.0,4.0,4.5,1.06,0.95,0.95,1,8.0,10.0,3.0,5.05,1.05,0.94,0.94,14.0,16.0,2.96,2.9299999999999997,1,149,2.0,0.12222222222222218,1,0,0,0,0,0.0,0,0
150,1,0,1,0,0,1,0,0,0,0.0,27.5,3.5,4.67,1.23,0.89,0.89,1,12.0,20.0,3.0,5.75,1.11,0.88,0.88,17.25,25.0,3.0100000000000002,2.87,1,150,7.75,0.08137044967880083,1,0,0,0,0,0.0,0,0
156,1,0,1,0,0,1,0,0,0,8.0,15.0,3.0,4.87,1.06,0.95,1.02,1,2.0,18.0,2.0,5.05,0.95,0.94,1.01,18.5,13.0,3.03,2.9,1,156,-5.5,0.03696098562628331,1,0,0,0,0,0.0,0,0
158,2,0,1,0,0,1,0,0,0,2.0,7.0,3.0,4.5,0.92,0.7,2.34,1,3.0,4.0,4.0,5.05,0.95,0.94,2.49,8.5,9.0,3.96,4.38,1,158,0.5,0.12222222222222218,1,1,0,0,0,0.0,0,0
159,2,0,1,0,0,1,0,0,0,6.0,12.0,2.0,4.5,0.98,0.85,2.34,1,10.0,5.0,4.0,5.25,0.95,0.84,2.49,14.0,16.5,4.17,4.28,1,159,2.5,0.12222222222222218,1,1,0,0,0,0.0,0,0
162,3,1,1,0,0,1,0,0,0,0.0,40.0,3.0,4.75,1.12,1.02,1.06,1,3.0,30.0,3.0,5.05,1.11,1.01,1.05,23.0,21.0,3.2,3.17,1,162,-2.0,0.06315789473684207,1,0,1,0,1,0.06315789473684207,1,1
166,4,0,1,0,0,1,0,0,0,8.0,32.0,5.0,4.75,0.95,0.85,1.06,1,0.0,35.0,4.0,5.05,1.11,0.84,1.26,29.0,21.5,2.86,3.21,1,166,-7.5,0.06315789473684207,1,0,0,1,0,0.0,1,1
168,1,0,1,0,0,1,0,0,0,5.0,20.0,4.0,4.25,1.06,0.95,0.95,1,0.0,32.0,4.0,5.25,1.11,0.95,1.14,19.0,20.0,2.96,3.2,1,168,1.0,0.18823529411764703,1,0,0,0,0,0.0,0,0
171,1,1,1,0,0,1,0,0,1,2.0,32.0,3.0,4.25,1.09,0.95,1.04,1,10.0,12.5,5.0,5.05,1.18,1.04,1.03,21.0,21.25,3.08,3.25,1,171,0.25,0.18823529411764703,1,0,0,0,1,0.18823529411764703,1,1
172,1,0,1,0,0,1,0,0,0,0.0,24.0,5.0,4.75,1.12,1.02,1.06,1,7.0,23.0,3.0,5.05,1.11,1.01,1.05,17.0,21.5,3.2,3.17,1,172,4.5,0.06315789473684207,1,0,0,0,0,0.0,0,0
173,1,0,1,0,0,1,0,0,0,6.0,40.0,10.0,4.85,1.06,0.95,0.98,1,11.0,30.0,5.0,5.05,1.05,0.94,1.04,36.0,31.0,2.9899999999999998,3.0300000000000002,1,173,-5.0,0.041237113402061897,1,0,0,0,0,0.0,1,1
174,1,0,1,0,0,1,0,0,1,11.0,20.0,4.0,4.75,1.18,0.88,0.98,1,20.0,20.0,3.0,5.05,1.05,0.9,0.98,25.0,33.0,3.04,2.93,1,174,8.0,0.06315789473684207,1,0,0,0,0,0.0,1,1
176,1,0,1,0,0,1,0,0,0,15.0,21.0,4.0,4.62,1.06,,1.05,1,20.0,27.5,4.0,5.05,1.04,1.06,,29.5,37.75,,,1,176,8.25,0.09307359307359302,1,0,0,0,0,0.0,1,1
178,2,1,1,0,0,1,0,0,1,13.0,12.0,3.0,4.25,0.91,0.85,2.34,1,1.0,10.0,3.0,5.05,1.01,0.94,2.64,22.0,9.0,4.1,4.59,1,178,-13.0,0.18823529411764703,1,1,0,0,1,0.18823529411764703,1,1
179,2,0,1,0,0,1,0,0,0,2.0,12.0,3.0,4.25,0.91,0.91,2.34,1,2.0,10.0,4.0,5.05,0.94,0.84,2.49,11.0,11.0,4.16,4.27,1,179,0.0,0.18823529411764703,1,1,0,0,0,0.0,0,0
180,2,0,1,0,0,1,0,0,1,8.0,3.0,4.0,4.5,1.06,1.01,2.66,1,0.0,17.5,4.0,5.05,1.05,1.05,2.85,13.5,12.75,4.73,4.95,1,180,-0.75,0.12222222222222218,1,1,0,0,0,0.0,0,0
182,2,0,1,1,0,0,0,0,1,3.0,15.0,3.0,4.5,1.06,1.01,2.66,1,0.0,15.0,3.0,5.05,1.05,1.0,2.73,13.5,10.5,4.73,4.779999999999999,1,182,-3.0,0.12222222222222218,1,1,0,0,0,0.0,0,0
183,2,0,1,0,0,1,0,0,0,12.0,4.0,4.0,4.62,1.06,1.01,2.66,1,15.0,10.0,2.0,5.05,1.05,1.0,2.75,18.0,22.0,4.73,4.8,1,183,4.0,0.09307359307359302,1,1,0,0,0,0.0,0,0
185,2,0,1,0,1,0,0,0,1,2.0,9.0,3.0,4.5,1.06,1.01,2.66,1,2.0,6.0,3.0,5.05,1.05,1.0,2.75,9.5,8.0,4.73,4.8,1,185,-1.5,0.12222222222222218,1,1,0,0,0,0.0,0,0
186,3,0,1,0,0,1,0,0,0,10.0,20.0,4.0,4.75,1.12,1.02,0.95,1,12.0,18.0,4.0,5.05,1.17,1.06,0.95,24.0,25.0,3.09,3.1799999999999997,1,186,1.0,0.06315789473684207,1,0,1,0,0,0.0,1,1
189,3,0,1,0,0,1,0,0,0,4.0,15.0,3.0,4.75,1.12,1.07,1.12,1,0.0,19.0,3.0,5.05,1.11,1.06,1.05,14.5,12.5,3.3100000000000005,3.2199999999999998,1,189,-2.0,0.06315789473684207,1,0,1,0,0,0.0,0,0
192,4,0,1,0,0,1,0,0,0,20.0,10.0,4.0,4.87,0.91,0.85,1.06,1,4.5,30.0,3.0,5.25,1.05,0.84,1.26,29.0,22.5,2.8200000000000003,3.1500000000000004,1,192,-6.5,0.03696098562628331,1,0,0,1,0,0.0,1,1
193,4,0,1,0,0,1,0,0,1,1.0,13.0,3.0,4.5,0.95,0.85,0.99,1,4.0,9.0,3.0,5.05,1.01,0.9,1.26,10.5,11.5,2.79,3.17,1,193,1.0,0.12222222222222218,1,0,0,1,0,0.0,0,0
195,4,0,1,0,0,1,0,0,1,0.0,30.0,3.0,4.25,1.06,0.85,1.06,1,8.0,25.0,3.0,5.05,0.94,0.84,2.11,18.0,23.5,2.97,3.8899999999999997,1,195,5.5,0.18823529411764703,1,0,0,1,0,0.0,0,0
198,1,0,1,0,0,1,0,0,0,,,4.0,4.25,1.06,0.95,0.95,1,10.0,32.0,4.0,5.05,1.05,0.94,0.94,,30.0,2.96,2.9299999999999997,1,198,,0.18823529411764703,1,0,0,0,0,0.0,0,0
199,2,0,1,0,0,1,0,0,0,0.0,12.0,3.0,4.35,0.85,0.8,2.34,1,11.0,3.0,4.0,5.05,0.91,0.9,2.45,9.0,16.5,3.9899999999999998,4.26,1,199,7.5,0.1609195402298851,1,1,0,0,0,0.0,0,0
200,1,0,1,0,0,1,0,0,0,0.0,60.0,3.0,4.25,1.06,0.91,0.98,1,5.0,40.0,4.0,5.05,1.05,0.94,0.98,33.0,29.0,2.95,2.9699999999999998,1,200,-4.0,0.18823529411764703,1,0,0,0,0,0.0,1,1
201,1,0,1,0,0,1,0,0,0,0.0,33.0,3.0,4.5,1.06,1.02,0.95,1,16.0,22.0,3.0,5.05,1.05,0.95,0.95,19.5,30.0,3.0300000000000002,2.95,1,201,10.5,0.12222222222222218,1,0,0,0,0,0.0,1,1
202,1,0,1,0,0,1,0,0,0,30.0,14.0,4.0,4.25,1.17,0.95,0.63,1,13.0,11.0,4.0,5.05,1.15,0.95,0.64,41.0,22.5,2.75,2.7399999999999998,1,202,-18.5,0.18823529411764703,1,0,0,0,0,0.0,1,1
203,1,0,1,0,0,1,0,0,0,9.0,12.0,2.0,4.25,1.06,0.95,0.95,1,4.0,34.0,3.0,5.05,1.05,0.95,0.95,17.0,24.0,2.96,2.95,1,203,7.0,0.18823529411764703,1,0,0,0,0,0.0,0,0
204,1,0,1,0,0,1,0,0,0,10.0,8.5,4.0,4.25,1.06,1.0,1.06,1,12.0,13.5,3.0,5.05,1.05,0.99,1.05,18.25,21.75,3.12,3.09,1,204,3.5,0.18823529411764703,1,0,0,0,0,0.0,0,0
207,2,1,1,0,0,1,0,0,0,8.0,10.0,4.0,4.75,1.06,0.85,2.34,1,8.5,6.0,2.0,5.2,1.05,0.84,2.32,17.0,13.5,4.25,4.21,1,207,-3.5,0.06315789473684207,1,1,0,0,1,0.06315789473684207,0,0
208,3,1,1,0,0,1,0,0,0,12.0,32.0,4.0,4.62,1.19,0.94,0.85,1,5.0,32.0,3.0,5.05,1.06,1.06,1.05,32.0,24.0,2.98,3.17,1,208,-8.0,0.09307359307359302,1,0,1,0,1,0.09307359307359302,1,1
209,3,1,1,0,0,1,0,0,0,4.0,36.0,4.0,4.25,1.17,0.95,0.95,1,6.0,37.0,4.0,5.05,1.11,1.06,1.05,26.0,28.5,3.0700000000000003,3.2199999999999998,1,209,2.5,0.18823529411764703,1,0,1,0,1,0.18823529411764703,1,1
210,4,1,1,0,0,1,0,0,0,0.0,19.0,2.0,4.5,1.06,0.95,0.95,1,0.0,14.0,3.0,5.05,,,,11.5,10.0,2.96,,1,210,-1.5,0.12222222222222218,1,0,0,1,1,0.12222222222222218,0,0
211,1,0,1,1,0,0,0,0,0,3.0,28.0,4.0,4.5,1.02,0.95,0.95,1,2.0,35.0,4.0,5.05,,0.9,,21.0,23.5,2.92,,1,211,2.5,0.12222222222222218,1,0,0,0,0,0.0,1,1
212,1,0,1,1,0,0,0,0,0,11.0,17.5,3.0,4.5,1.06,0.88,0.84,1,20.0,15.0,3.0,5.05,1.05,0.94,0.89,22.75,30.5,2.78,2.88,1,212,7.75,0.12222222222222218,1,0,0,0,0,0.0,1,1
213,1,1,1,1,0,0,0,0,0,4.5,20.0,4.0,4.55,0.96,0.93,0.93,1,12.0,17.5,4.0,5.05,1.05,0.94,0.94,18.5,24.75,2.8200000000000003,2.9299999999999997,1,213,6.25,0.10989010989010989,1,0,0,0,1,0.10989010989010989,0,0
214,1,0,1,1,0,0,0,0,0,2.0,30.0,3.0,4.62,1.02,0.89,0.91,1,0.0,35.0,5.0,5.05,1.04,0.93,0.96,20.0,22.5,2.8200000000000003,2.93,1,214,2.5,0.09307359307359302,1,0,0,0,0,0.0,1,1
215,1,0,1,1,0,0,0,0,0,10.0,10.0,3.0,4.5,1.06,0.89,0.91,1,20.0,10.0,3.0,5.05,0.93,0.84,0.93,18.0,28.0,2.8600000000000003,2.7,1,215,10.0,0.12222222222222218,1,0,0,0,0,0.0,0,0
216,2,0,1,1,0,0,0,0,0,2.0,11.0,3.0,4.25,1.06,0.95,2.77,1,2.0,18.0,3.0,5.05,1.05,0.94,2.75,10.5,14.0,4.779999999999999,4.74,1,216,3.5,0.18823529411764703,1,1,0,0,0,0.0,0,0
217,2,1,1,1,0,0,0,0,0,2.0,13.0,2.0,4.25,0.95,0.74,2.19,1,0.0,12.0,3.0,5.05,0.94,0.73,2.32,10.5,9.0,3.88,3.9899999999999998,1,217,-1.5,0.18823529411764703,1,1,0,0,1,0.18823529411764703,0,0
218,2,1,1,1,0,0,0,0,0,7.0,4.0,2.0,4.35,0.85,0.74,2.34,1,5.0,3.0,3.0,5.05,0.95,0.73,2.19,11.0,9.5,3.9299999999999997,3.87,1,218,-1.5,0.1609195402298851,1,1,0,0,1,0.1609195402298851,0,0
219,2,1,1,1,0,0,0,0,0,3.0,9.0,3.0,4.25,0.91,0.74,2.34,1,9.0,9.0,2.0,5.05,0.94,0.73,2.53,10.5,15.5,3.9899999999999998,4.199999999999999,1,219,5.0,0.18823529411764703,1,1,0,0,1,0.18823529411764703,0,0
220,2,0,1,1,0,0,0,0,0,3.0,15.0,2.0,4.25,1.06,0.95,2.77,1,3.0,12.0,3.0,5.05,1.09,0.9,2.75,12.5,12.0,4.779999999999999,4.74,1,220,-0.5,0.18823529411764703,1,1,0,0,0,0.0,0,0
221,2,0,1,1,0,0,0,0,0,1.0,28.0,3.0,4.6,1.02,0.95,2.56,1,1.0,15.0,3.0,5.05,1.05,0.94,2.53,18.0,11.5,4.53,4.52,1,221,-6.5,0.09782608695652178,1,1,0,0,0,0.0,0,0
222,3,1,1,1,0,0,0,0,0,2.0,24.0,3.0,4.25,1.12,0.85,1.06,1,2.0,15.0,3.0,5.05,1.01,1.01,0.89,17.0,12.5,3.0300000000000002,2.91,1,222,-4.5,0.18823529411764703,1,0,1,0,1,0.18823529411764703,0,0
223,3,1,1,1,0,0,0,0,0,3.0,18.0,3.0,4.75,,,,1,3.0,20.0,3.0,5.05,1.01,1.01,0.94,15.0,16.0,,2.96,1,223,1.0,0.06315789473684207,1,0,1,0,1,0.06315789473684207,0,0
225,3,1,1,1,0,0,0,0,0,3.0,27.0,3.0,4.75,1.06,0.91,0.91,1,12.0,25.0,4.0,5.05,1.01,1.01,0.94,19.5,28.5,2.8800000000000003,2.96,1,225,9.0,0.06315789473684207,1,0,1,0,1,0.06315789473684207,1,1
226,4,0,1,1,0,0,0,0,0,0.0,22.0,2.0,4.25,0.95,0.71,0.95,1,0.0,26.0,2.0,5.3,1.0,0.85,0.94,13.0,15.0,2.61,2.79,1,226,2.0,0.18823529411764703,1,0,0,1,0,0.0,0,0
228,4,0,1,1,0,0,0,0,0,3.0,28.5,3.0,4.5,0.95,0.86,0.95,1,11.0,19.0,3.0,5.05,1.0,0.84,0.89,20.25,23.5,2.76,2.73,1,228,3.25,0.12222222222222218,1,0,0,1,0,0.0,1,1
229,1,0,1,0,0,1,0,0,0,3.0,40.0,3.0,4.5,0.95,0.95,1.06,1,22.0,11.0,3.0,5.5,1.01,0.94,0.94,26.0,30.5,2.96,2.8899999999999997,1,229,4.5,0.12222222222222218,1,0,0,0,0,0.0,1,1
230,1,0,1,0,0,1,0,0,0,0.0,25.0,3.0,4.25,1.02,0.95,0.95,1,15.0,17.0,3.0,5.05,1.05,0.94,0.94,15.5,26.5,2.92,2.9299999999999997,1,230,11.0,0.18823529411764703,1,0,0,0,0,0.0,0,0
232,1,0,1,0,0,1,0,0,0,18.0,6.0,3.0,4.75,1.06,0.95,0.95,1,18.0,10.0,4.0,5.05,1.05,0.95,0.95,24.0,27.0,2.96,2.95,1,232,3.0,0.06315789473684207,1,0,0,0,0,0.0,1,1
233,1,0,1,0,0,1,0,0,0,19.0,7.0,3.0,4.65,1.17,0.95,0.95,1,15.0,7.0,3.0,5.05,1.05,0.94,0.94,25.5,21.5,3.0700000000000003,2.9299999999999997,1,233,-4.0,0.08602150537634397,1,0,0,0,0,0.0,1,1
235,1,0,1,0,0,1,0,0,0,5.0,17.0,1.0,4.25,1.02,0.95,1.04,1,,28.0,3.0,5.05,1.11,1.11,1.03,14.5,,3.01,3.25,1,235,,0.18823529411764703,1,0,0,0,0,0.0,0,0
237,1,0,1,0,0,1,0,0,0,12.0,11.0,4.0,4.25,1.11,0.95,1.01,1,9.0,17.0,4.0,5.05,0.94,0.94,1.0,21.5,21.5,3.0700000000000003,2.88,1,237,0.0,0.18823529411764703,1,0,0,0,0,0.0,1,1
238,2,1,1,0,0,1,0,0,0,0.0,22.0,3.0,4.75,1.06,1.02,2.34,1,25.0,15.0,5.0,5.05,1.05,1.05,2.32,14.0,37.5,4.42,4.42,1,238,23.5,0.06315789473684207,1,1,0,0,1,0.06315789473684207,0,0
239,2,0,1,0,0,1,0,0,0,15.0,4.0,3.0,4.25,1.05,0.95,2.74,1,0.0,19.0,2.0,5.05,1.05,0.84,2.32,20.0,11.5,4.74,4.21,1,239,-8.5,0.18823529411764703,1,1,0,0,0,0.0,1,1
243,3,1,1,0,0,1,0,0,0,7.0,25.0,3.0,4.5,1.07,1.02,0.74,1,7.0,22.0,3.0,5.05,1.11,1.06,1.05,22.5,21.0,2.83,3.2199999999999998,1,243,-1.5,0.12222222222222218,1,0,1,0,1,0.12222222222222218,1,1
244,3,1,1,0,0,1,0,0,0,12.0,30.0,3.0,4.25,1.17,1.12,1.02,1,16.0,12.0,6.0,5.05,1.11,1.12,1.05,30.0,28.0,3.31,3.2800000000000002,1,244,-2.0,0.18823529411764703,1,0,1,0,1,0.18823529411764703,1,1
247,4,0,1,0,0,1,0,0,0,0.0,40.0,4.0,4.5,1.06,1.05,1.06,1,0.0,40.0,4.0,5.05,1.11,1.09,2.07,24.0,24.0,3.1700000000000004,4.27,1,247,0.0,0.12222222222222218,1,0,0,1,0,0.0,1,1
248,4,0,1,0,0,1,0,0,0,8.0,16.0,6.0,4.75,1.17,0.95,0.85,1,10.0,14.0,6.0,5.05,1.37,0.95,2.03,22.0,23.0,2.97,4.35,1,248,1.0,0.06315789473684207,1,0,0,1,0,0.0,1,1
249,1,0,1,1,0,0,0,0,1,6.0,6.0,4.0,4.37,1.13,1.06,0.95,1,10.0,12.0,3.0,5.05,1.01,1.01,0.94,13.0,19.0,3.1399999999999997,2.96,1,249,6.0,0.1556064073226544,1,0,0,0,0,0.0,0,0
250,2,1,1,1,0,0,0,0,1,1.0,4.0,2.0,4.5,0.85,,,1,2.0,4.0,3.0,5.05,0.94,0.84,2.52,5.0,7.0,,4.3,1,250,2.0,0.12222222222222218,1,1,0,0,1,0.12222222222222218,0,0
253,3,1,1,1,0,0,0,0,0,7.0,7.0,3.0,4.87,1.23,1.06,2.3,1,4.0,8.0,6.0,5.05,1.23,1.11,2.28,13.5,14.0,4.59,4.619999999999999,1,253,0.5,0.03696098562628331,1,0,1,0,1,0.03696098562628331,0,0
257,1,0,1,1,0,0,0,0,1,20.0,10.0,3.0,4.25,1.02,0.88,0.91,2,,,,,,,,28.0,,2.81,,1,257,,0.18823529411764703,1,0,0,0,0,0.0,1,1
258,1,0,1,1,0,0,0,0,0,4.0,22.0,3.0,4.25,1.06,0.92,0.9,1,20.0,18.0,3.0,5.05,1.08,0.94,0.84,18.0,32.0,2.88,2.86,1,258,14.0,0.18823529411764703,1,0,0,0,0,0.0,0,0
260,1,1,1,1,0,0,0,0,0,10.0,20.0,4.0,4.25,1.06,0.93,0.88,1,4.0,26.0,5.0,5.05,1.09,0.94,0.93,24.0,22.0,2.87,2.9600000000000004,1,260,-2.0,0.18823529411764703,1,0,0,0,1,0.18823529411764703,1,1
262,1,0,1,1,0,0,0,0,0,7.0,13.0,3.0,4.25,1.06,0.95,1.06,1,0.0,22.5,3.0,5.05,1.08,1.02,0.87,16.5,14.25,3.07,2.97,1,262,-2.25,0.18823529411764703,1,0,0,0,0,0.0,0,0
